epoch,acc,loss,val_acc,val_loss
0,0.9296969697114194,0.22756065269552095,0.968,0.10380184452306657
1,0.9722020202068368,0.09148097886942853,0.9794285714285714,0.06893836951823462
2,0.9789696969745135,0.06955729595940523,0.9810476190476191,0.0663802009012018
3,0.9810707070899732,0.05920327189052948,0.9843809523809524,0.05077527804246971
4,0.9838787878787879,0.05288138562640307,0.9850476190476191,0.048645937803068334
